text,label,clean_tweet
@user 8220 @user i must be a bitch 8221 you are 128514 128514 128514 sike naw this why we always beefing 128514,1,must bitch sike naw always beef
"@user down 6 1, yankees look to rally in the bottom of the 9th. rallycap",0,6 1 yankee look rally bottom 9th rallycap
@user 8220 @user don't take advantage of a nice person 8221 @ hoes @ everyjuan,1,not take advantage nice person hoe everyjuan
@user happy birthday bitch nigga @user thanks pal,1,happy birthday bitch nigga thanks pal
@user sad knowing that most hoes won't fuck with you bc you ain't got stacks. wait till friday,1,sad know hoe not fuck bc not got stack wait till friday
@user @user cinco shit harder fucc nigga yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,1,cinco shit harder fucc nigga yee fucc wit rich homie cuz dat ya homeboy fucc nicca
@user @user ewww i said that last sunday..as in the last sunday i was there. read it again nigs 128563 128563 128563 128563 128563,1,ewww say last sundayas last sunday read nigs
@user i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake..,1,punch real nigga face cause pussy nigga go punch right back strong mush shake
@user my pussy still fresh lt something stank girls say.,1,pussy still fresh lt something stank girl say
@user ass slapping is one the greatest things. haha. 128527 i slapped a girl on the ass. . she got mad i aint get pussy for a week,1,slapping one great thing haha slap girl get mad aint get pussy week
@user @user @user yeah texans are so much better you fucking retard i see that you're mad about this.,1,yeah texan much good fuck retard see mad
@user nd wtf is up with dark bitches with blonde.. please have several seats hoe! ..looking like black amp milds out here,1,nd wtf dark bitch blonde please several seat hoe look like black milds
@user there's a lane some bitches need to stay in 128526 the left n get right the fuck outta our face 128557 128129 128536,1,lane bitch need stay left n get right fuck outta face
@user i hate when boys deny that they have bitches 128080 128553 smh,1,hate boys deny bitch smh
@user ya nigs out there still saying y'all don't eat butt?! with a straight face!,1,ya nigs still say yall not eat butt straight face
@user im a boss ass bitch ...that needs to sit in a corner,1,im bos bitch need sit corner
"@user he's a hoe , i can't",1,hoe not
@user me and paul thinkin bout gettin rentals for da weekend 128665 128168 128168 oooh shit bitches betta stay out da streets,1,paul thinkin bout gettin rental da weekend oooh shit bitch betta stay da street
@user bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. 128564,1,bitch hold nigga get lock nigga go college military different story
@user why do my friends hate me because you a ratchet hoe..,1,friend hate ratchet hoe
@user no love for these fuck niggas hoes,1,no love fuck nigga hoe
@user hot meat sexy as fuck scally lad. i would love to meet him and his trainers.,1,hot meat sexy fuck scally lad would love meet trainer
@user sniff perved up scally lad. fuck yeah.,1,sniff perved scally lad fuck yeah
@user these bitches love sosa,1,bitch love sosa
@user 8220 @user i legit watched it for about 30 or 40 seconds 128529 8221 so did i wtf prob cause were retarded smh,1,legit watch 30 40 second wtf prob cause retard smh
"@user what should i name my cat, ideas? mr pussy",1,name cat idea mr pussy
@user woof woof. sexy thug boy scally.,1,woof woof sexy thug boy scally
@user @user u see the damn phone ringing? 128547 128530 128542 when you married bitches makes demands!!!! you haven't called me,1,u see damn phone ring marry bitch make demand not call
@user tevin is my favorite sophomore i think he's so funny hes really not. lmaoo hes a little hoe,1,tevin favorite sophomore think funny really not lmaoo little hoe
@user 10 sex positions this what u call fucking the soul outta bitch 128557,1,10 sex position u call fuck soul outta bitch
"@user @user is bored supposed to be cute, you faggot? sometimes",1,bore suppose cute faggot sometimes
@user one mans trash 128686 is another mans treasure 127942,0,one man trash another man treasure
@user i don't got no type. bad bitches is the only thing i like iongotnotype,1,not get no type bad bitch thing like iongotnotype
"@user @user lassen cc , the coach wants me i feel it youll get more my nig no doubt",1,lassen cc coach want feel youll get nig no doubt
"@user god teeth , gold chain white bitches , cocaine",1,god teeth gold chain white bitch cocaine
"@user its me hoe, its me hoe 128129 shhhhh",1,hoe hoe shhhhh
"@user in d.c., we call them rollers, in chiraq we call them thots. all across america they have been known as a hoe.",1,dc call roller chiraq call thots across america know hoe
@user i'm gonna miss that bitch of a bus driver... no you won't. don't lie,1,go miss bitch bus driver no not not lie
@user hate when bitches try and put you in the friendzone. bitch i'm tryin to score put me in the endzone 128293 128293 128293 on. my. soul!,1,hate bitch try put friendzone bitch tryin score put endzone soul
@user ashley young has tried to deny that bird s landed in his mouth gt hahaha,0,ashley young try deny bird land mouth gt hahaha
@user @user yall both gimped up?? ain't tht a bitch huh lol,1,yall gimp not tht bitch huh lol
@user @user take me for a ride 128525 128139 woof woof,0,take ride woof woof
@user oh my god i love victoria mitchell all my bitches love me,1,oh god love victoria mitchell bitch love
@user that long distance shit wack i knew the bitch was cheating uh oh,1,long distance shit wack know bitch cheat uh oh
@user he's doing it right 128525 128120 128158 no bitches smh,1,right no bitch smh
@user they ban dat pussy for life amp he gotta pay 2.5 millon dollar fine,1,ban dat pussy life get pay 25 millon dollar fine
"@user roses are red and violets are blue and niggers are black, you know that's true. @user",1,rose red violet blue nigger black know true
"@user sitting on my window sill, window open, bird tries to fly in. smacked it. protecttheanimals @user",0,sit window sill window open bird try fly smacked protecttheanimals
"@user but a nigga gon be a nigga, be a nigga. you sound fuckin retarded",1,nigga gon nigga nigga sound fuckin retard
@user a video an entire media will likely mock. i am such a crybaby,0,video entire medium likely mock crybaby
@user @user @user i'm not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup,1,not even shy stfu kikis mom hi angelique angelique smile dip cracker soup
@user tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville. smh. 128514 128514 128514 128514,1,tim tebow get cut every team nfl already get hoe starkville smh
@user karma is a bitch damn godprotectshisangels 128588 sips tea,1,karma bitch damn godprotectshisangels sip tea
@user fuckin hot gym pussy fuck yeah,1,fuckin hot gym pussy fuck yeah
@user jihadi patron hajjaj al ajmi is arrested at kuwait airport,0,jihadi patron hajjaj al ajmi arrest kuwait airport
@user you can call me fireman cause i turn the hoes on.,1,call fireman cause turn hoe
@user i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god,1,could never bby lil dick thts get abortion last bitch oh god
@user watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that,1,watch woman try argue like dick actually fuck pussy hate bitch
"@user and smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come are you retarded?",1,smoke weed public fuck cop man want not run come retard
@user tweety bird tho 128514 128514 128514 128514,0,tweety bird tho
@user my pussy sweet like watermelon thotermelon,1,pussy sweet like watermelon thotermelon
@user when twitter rappers dm me their trash links,0,twitter rapper dm trash link
@user loud bitches annoy me,1,loud bitch annoy
@user eventually every bitch turns into that hoe. truuu,1,eventually every bitch turn hoe truuu
@user @user @user i swear if oomf try talking to me tomorrow.. @ @user pussy,1,swear oomf try talk tomorrow pussy
@user you bitches be pretending to be tf crazy.. you ain't never lied...,1,bitch pretend tf crazy not never lie
@user @user k bye hoe um bye ..,1,k bye hoe um bye
@user jackies a retard blondeproblems at least i can make a grilled cheese!,1,jackies retard blondeproblems least make grilled cheese
@user ima keep on giving these pussy ass niggas ah reason to hate !,1,ima keep give pussy nigga ah reason hate
@user photo he is in sole heaven,0,photo sole heaven
@user stacey dash won 128166 baddest bitch evaaaa,1,stacey dash win baddest bitch evaaaa
@user side bitch sunday 128514 128514 128514 128514 128514 128514,1,side bitch sunday
@user facts what baldheaded bitch made this shit. 128074 128074 128555 128530 lmao 128553 128514,1,fact baldheaded bitch make shit lmao
@user fuck wit us and then we tweakin hoe shmurda!,1,fuck wit u tweakin hoe shmurda
@user we actin like it's the 7th day @user 128123 spook,0,actin like 7th day spook
@user i'll break that lil bitch neck and won't even feel sorry about it savage,1,break lil bitch neck not even feel sorry savage
@user this is so fucking hot!! scally sneakersex sockfetish sniff trainersex love me some kinky scallies,1,fucking hot scally sneakersex sockfetish sniff trainersex love kinky scallies
"@user y'all dumb ass niggas be so pressed to have hoes. y'all weak as fuck as fuck ...weed over hoes, oreos too.",1,yall dumb nigga press hoe yall weak fuck fuck weed hoe oreos
@user i can turn yo bitch into a eaterrrrrrrrr,1,turn yo bitch eaterrrrrrrrr
@user i don't trust dese hoes nikki told 51st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn,1,not trust dese hoe nikki tell 51st stay fan screen shot asap finna come chiraq shoot sumn
@user 8220 @user aye yall ima tryout for the bowling team frfr 8221 tryouts passed tho no theres two more retard,1,aye yall ima tryout bowling team frfr tryout pass tho no two retard
@user now u got what u want bitch ! enjoy it now this is a crazy party i would love to attend.,1,u get u want bitch enjoy crazy party would love attend
@user colored contacts in your eyes? blinders on mine. cause i can't see you at all. lmao,0,colored contact eye blinder mine cause not see lmao
@user facts @user only the dudes with hoes say they don't got hoes 8221 @user,1,fact dude hoe say not get hoe
@user i'm rea start smacking bitches period ! bluffin at its best,1,rea start smack bitch period bluffin best
"@user lifes a bitch, and then you die thats why we get high, cause you neva know when you're gonna go my sister is perfect",1,lifes bitch die thats get high cause neva know go go sister perfect
"@user one of us is on drugs, and its me but you're still wrong 128514 @user hahahahahahah im a bitch sometimes",1,one u drug still wrong hahahahahahah im bitch sometimes
@user i'm feeling pretty fuckin ghetto smh,1,feel pretty fuckin ghetto smh
